"user_id","session_id","region","device_type","event_id","event_order","event_type","event_time","book_id","book_genre","subscription_plan"
55,"55_456","Asia","Android",690,17,"book_started",2025-01-28 18:59:37,1085,"Non-Fiction",NA
55,"55_960","Asia","Android",686,18,"app_opened",2025-01-30 13:57:53,NA,NA,NA
56,"56_388","North America","iOS",703,1,"search_performed",2025-01-01 04:34:18,NA,NA,NA
56,"56_610","North America","iOS",700,2,"book_viewed",2025-01-04 06:41:22,1085,"Non-Fiction",NA
56,"56_67","North America","iOS",705,3,"app_opened",2025-01-04 08:23:14,NA,NA,NA
56,"56_695","North America","iOS",709,4,"search_performed",2025-01-06 09:47:29,NA,NA,NA
56,"56_982","North America","iOS",708,5,"search_performed",2025-01-06 10:47:25,NA,NA,NA
56,"56_596","North America","iOS",706,6,"book_viewed",2025-01-06 21:53:04,1063,"Mystery",NA
56,"56_73","North America","iOS",704,7,"app_opened",2025-01-07 05:56:58,NA,NA,NA
56,"56_838","North America","iOS",699,8,"book_started",2025-01-12 17:48:52,1069,"Fiction",NA
56,"56_325","North America","iOS",701,9,"search_performed",2025-01-12 19:22:04,NA,NA,NA
56,"56_354","North America","iOS",702,10,"book_viewed",2025-01-13 20:49:03,1003,"Fiction",NA
56,"56_627","North America","iOS",698,11,"book_completed",2025-01-14 04:55:26,1052,"Fiction",NA
56,"56_285","North America","iOS",710,12,"book_started",2025-01-15 18:18:50,1093,"Sci-Fi",NA
56,"56_154","North America","iOS",707,13,"book_started",2025-01-17 06:24:36,1005,"Mystery",NA
56,"56_238","North America","iOS",697,14,"subscription_purchased",2025-01-18 22:50:09,NA,NA,"basic"
57,"57_1","North America","iOS",724,1,"app_opened",2025-01-02 20:58:26,NA,NA,NA
57,"57_999","North America","iOS",715,2,"search_performed",2025-01-03 19:15:59,NA,NA,NA
57,"57_173","North America","iOS",712,3,"search_performed",2025-01-05 00:40:49,NA,NA,NA
57,"57_9","North America","iOS",711,4,"app_opened",2025-01-09 13:27:15,NA,NA,NA
57,"57_474","North America","iOS",723,5,"app_opened",2025-01-09 22:12:43,NA,NA,NA
57,"57_415","North America","iOS",716,6,"book_started",2025-01-11 14:16:19,1037,"Non-Fiction",NA
57,"57_908","North America","iOS",719,7,"book_started",2025-01-12 06:54:45,1090,"Non-Fiction",NA
57,"57_775","North America","iOS",721,8,"app_opened",2025-01-14 05:28:18,NA,NA,NA
57,"57_271","North America","iOS",720,9,"book_started",2025-01-20 04:56:47,1013,"Non-Fiction",NA
57,"57_449","North America","iOS",718,10,"app_opened",2025-01-23 17:27:23,NA,NA,NA
57,"57_968","North America","iOS",726,11,"app_opened",2025-01-24 03:25:51,NA,NA,NA
57,"57_529","North America","iOS",713,12,"book_viewed",2025-01-24 10:50:46,1091,"Non-Fiction",NA
57,"57_853","North America","iOS",717,13,"book_started",2025-01-25 00:04:25,1063,"Fiction",NA
57,"57_931","North America","iOS",714,14,"search_performed",2025-01-25 04:28:10,NA,NA,NA
57,"57_737","North America","iOS",727,15,"book_viewed",2025-01-29 20:42:23,1076,"Sci-Fi",NA
57,"57_340","North America","iOS",725,16,"book_viewed",2025-01-30 05:12:47,1055,"Fiction",NA
57,"57_567","North America","iOS",722,17,"app_opened",2025-01-30 10:49:32,NA,NA,NA
58,"58_961","South America","Web",728,1,"app_opened",2025-01-02 12:52:52,NA,NA,NA
58,"58_93","South America","Web",731,2,"app_opened",2025-01-03 10:18:23,NA,NA,NA
58,"58_381","South America","Web",734,3,"book_started",2025-01-06 20:35:10,1059,"Non-Fiction",NA
58,"58_281","South America","Web",729,4,"subscription_purchased",2025-01-07 05:26:00,NA,NA,"basic"
58,"58_843","South America","Web",732,5,"search_performed",2025-01-11 10:15:34,NA,NA,NA
58,"58_316","South America","Web",733,6,"book_started",2025-01-19 20:06:43,1045,"Non-Fiction",NA
58,"58_874","South America","Web",730,7,"app_opened",2025-01-25 14:19:14,NA,NA,NA
59,"59_491","Europe","Web",742,1,"app_opened",2025-01-03 01:16:13,NA,NA,NA
59,"59_656","Europe","Web",739,2,"book_started",2025-01-04 00:49:48,1100,"Fiction",NA
59,"59_737","Europe","Web",738,3,"app_opened",2025-01-04 07:13:15,NA,NA,NA
59,"59_190","Europe","Web",735,4,"app_opened",2025-01-05 09:31:01,NA,NA,NA
59,"59_958","Europe","Web",736,5,"book_viewed",2025-01-05 19:27:52,1054,"Non-Fiction",NA
59,"59_953","Europe","Web",746,6,"search_performed",2025-01-05 20:37:16,NA,NA,NA
59,"59_690","Europe","Web",747,7,"search_performed",2025-01-08 23:46:50,NA,NA,NA
59,"59_711","Europe","Web",748,8,"app_opened",2025-01-10 13:31:55,NA,NA,NA
59,"59_954","Europe","Web",744,9,"search_performed",2025-01-12 00:40:58,NA,NA,NA
59,"59_985","Europe","Web",737,10,"book_started",2025-01-12 08:42:01,1056,"Mystery",NA
59,"59_693","Europe","Web",750,11,"subscription_purchased",2025-01-17 13:30:20,NA,NA,"basic"
59,"59_606","Europe","Web",745,12,"book_viewed",2025-01-18 11:43:41,1007,"Sci-Fi",NA
59,"59_54","Europe","Web",740,13,"book_started",2025-01-19 10:18:48,1059,"Non-Fiction",NA
59,"59_375","Europe","Web",741,14,"app_opened",2025-01-19 13:54:37,NA,NA,NA
59,"59_409","Europe","Web",749,15,"search_performed",2025-01-20 06:57:55,NA,NA,NA
59,"59_783","Europe","Web",743,16,"book_started",2025-01-26 02:19:40,1098,"Fiction",NA
60,"60_239","Europe","Web",754,1,"app_opened",2025-01-02 12:22:27,NA,NA,NA
60,"60_977","Europe","Web",751,2,"subscription_purchased",2025-01-10 14:46:48,NA,NA,"basic"
60,"60_82","Europe","Web",758,3,"book_viewed",2025-01-11 04:09:55,1024,"Fiction",NA
60,"60_993","Europe","Web",757,4,"search_performed",2025-01-12 17:34:07,NA,NA,NA
60,"60_365","Europe","Web",753,5,"app_opened",2025-01-16 12:41:09,NA,NA,NA
60,"60_765","Europe","Web",752,6,"book_viewed",2025-01-17 03:35:58,1045,"Sci-Fi",NA
60,"60_60","Europe","Web",759,7,"search_performed",2025-01-20 19:54:32,NA,NA,NA
60,"60_938","Europe","Web",756,8,"app_opened",2025-01-21 20:14:19,NA,NA,NA
60,"60_892","Europe","Web",755,9,"app_opened",2025-01-28 15:43:52,NA,NA,NA
61,"61_416","North America","iOS",760,1,"book_started",2025-01-03 05:56:35,1009,"Mystery",NA
61,"61_724","North America","iOS",769,2,"search_performed",2025-01-04 08:26:17,NA,NA,NA
61,"61_261","North America","iOS",771,3,"book_completed",2025-01-05 04:31:22,1049,"Fiction",NA
61,"61_496","North America","iOS",773,4,"search_performed",2025-01-05 14:18:14,NA,NA,NA
61,"61_43","North America","iOS",762,5,"book_viewed",2025-01-05 14:31:46,1047,"Fiction",NA
61,"61_461","North America","iOS",765,6,"app_opened",2025-01-06 19:09:42,NA,NA,NA
61,"61_259","North America","iOS",767,7,"search_performed",2025-01-08 09:53:23,NA,NA,NA
61,"61_794","North America","iOS",761,8,"app_opened",2025-01-09 12:50:01,NA,NA,NA
61,"61_771","North America","iOS",772,9,"app_opened",2025-01-15 10:54:11,NA,NA,NA
61,"61_487","North America","iOS",774,10,"search_performed",2025-01-16 21:26:43,NA,NA,NA
61,"61_214","North America","iOS",777,11,"search_performed",2025-01-17 20:46:03,NA,NA,NA
61,"61_460","North America","iOS",768,12,"book_viewed",2025-01-20 12:50:16,1013,"Mystery",NA
61,"61_273","North America","iOS",776,13,"app_opened",2025-01-21 12:59:13,NA,NA,NA
61,"61_329","North America","iOS",763,14,"book_started",2025-01-23 09:54:35,1052,"Sci-Fi",NA
61,"61_183","North America","iOS",775,15,"search_performed",2025-01-24 08:35:57,NA,NA,NA
61,"61_590","North America","iOS",766,16,"app_opened",2025-01-25 16:12:58,NA,NA,NA
61,"61_30","North America","iOS",764,17,"app_opened",2025-01-26 06:03:26,NA,NA,NA
61,"61_630","North America","iOS",770,18,"search_performed",2025-01-29 01:52:21,NA,NA,NA
62,"62_923","North America","Android",790,1,"book_started",2025-01-01 02:30:51,1068,"Sci-Fi",NA
62,"62_612","North America","Android",778,2,"book_started",2025-01-01 20:58:55,1046,"Fiction",NA
62,"62_811","North America","Android",779,3,"book_completed",2025-01-01 23:05:13,1067,"Sci-Fi",NA
62,"62_272","North America","Android",786,4,"search_performed",2025-01-06 20:16:46,NA,NA,NA
62,"62_945","North America","Android",785,5,"app_opened",2025-01-07 07:14:50,NA,NA,NA
62,"62_290","North America","Android",781,6,"book_completed",2025-01-09 19:22:54,1053,"Fiction",NA
62,"62_657","North America","Android",791,7,"app_opened",2025-01-10 18:46:06,NA,NA,NA
62,"62_112","North America","Android",783,8,"app_opened",2025-01-11 09:40:16,NA,NA,NA
62,"62_922","North America","Android",788,9,"book_viewed",2025-01-15 14:31:14,1081,"Non-Fiction",NA
62,"62_399","North America","Android",789,10,"book_started",2025-01-15 18:55:21,1077,"Non-Fiction",NA
62,"62_177","North America","Android",787,11,"app_opened",2025-01-16 20:55:22,NA,NA,NA
62,"62_939","North America","Android",784,12,"book_viewed",2025-01-19 03:23:55,1057,"Mystery",NA
62,"62_423","North America","Android",780,13,"book_started",2025-01-23 11:48:37,1015,"Mystery",NA
62,"62_210","North America","Android",792,14,"search_performed",2025-01-27 04:24:21,NA,NA,NA
62,"62_46","North America","Android",782,15,"search_performed",2025-01-30 17:26:01,NA,NA,NA
63,"63_77","South America","iOS",795,1,"app_opened",2025-01-01 05:05:41,NA,NA,NA
63,"63_870","South America","iOS",806,2,"book_viewed",2025-01-03 04:40:31,1021,"Sci-Fi",NA
63,"63_44","South America","iOS",801,3,"app_opened",2025-01-05 11:50:20,NA,NA,NA
63,"63_714","South America","iOS",798,4,"app_opened",2025-01-09 01:51:27,NA,NA,NA
63,"63_491","South America","iOS",810,5,"subscription_purchased",2025-01-10 11:56:29,NA,NA,"premium"
63,"63_527","South America","iOS",804,6,"search_performed",2025-01-11 12:00:56,NA,NA,NA
63,"63_633","South America","iOS",800,7,"app_opened",2025-01-17 05:58:52,NA,NA,NA
63,"63_850","South America","iOS",802,8,"book_started",2025-01-17 07:10:30,1006,"Mystery",NA
63,"63_608","South America","iOS",805,9,"subscription_purchased",2025-01-19 17:26:21,NA,NA,"premium"
63,"63_627","South America","iOS",794,10,"search_performed",2025-01-21 23:41:34,NA,NA,NA
63,"63_811","South America","iOS",797,11,"app_opened",2025-01-22 00:43:47,NA,NA,NA
63,"63_191","South America","iOS",796,12,"subscription_purchased",2025-01-22 15:20:12,NA,NA,"premium"
63,"63_137","South America","iOS",793,13,"app_opened",2025-01-26 15:45:57,NA,NA,NA
63,"63_459","South America","iOS",799,14,"app_opened",2025-01-27 04:43:05,NA,NA,NA
63,"63_837","South America","iOS",803,15,"app_opened",2025-01-27 15:13:12,NA,NA,NA
63,"63_258","South America","iOS",807,16,"app_opened",2025-01-30 07:56:01,NA,NA,NA
63,"63_181","South America","iOS",809,17,"search_performed",2025-01-30 09:31:57,NA,NA,NA
63,"63_555","South America","iOS",808,18,"book_viewed",2025-01-30 23:36:35,1026,"Sci-Fi",NA
64,"64_528","South America","Web",821,1,"book_completed",2025-01-01 18:55:14,1087,"Sci-Fi",NA
64,"64_993","South America","Web",815,2,"search_performed",2025-01-03 11:51:34,NA,NA,NA
64,"64_801","South America","Web",814,3,"app_opened",2025-01-05 21:41:23,NA,NA,NA
64,"64_309","South America","Web",816,4,"book_started",2025-01-07 23:17:20,1063,"Fiction",NA
64,"64_517","South America","Web",823,5,"book_started",2025-01-10 05:54:54,1099,"Non-Fiction",NA
64,"64_975","South America","Web",819,6,"search_performed",2025-01-11 13:56:01,NA,NA,NA
64,"64_642","South America","Web",817,7,"app_opened",2025-01-12 02:48:01,NA,NA,NA
64,"64_518","South America","Web",812,8,"search_performed",2025-01-15 11:30:48,NA,NA,NA
64,"64_475","South America","Web",818,9,"app_opened",2025-01-15 18:22:41,NA,NA,NA
64,"64_525","South America","Web",813,10,"app_opened",2025-01-19 01:43:30,NA,NA,NA
64,"64_590","South America","Web",822,11,"book_viewed",2025-01-23 21:56:38,1002,"Fiction",NA
64,"64_436","South America","Web",824,12,"book_started",2025-01-28 11:27:03,1093,"Fiction",NA
64,"64_343","South America","Web",820,13,"search_performed",2025-01-30 12:18:08,NA,NA,NA
64,"64_826","South America","Web",811,14,"book_started",2025-01-30 18:43:07,1056,"Fiction",NA
65,"65_333","North America","Android",831,1,"book_started",2025-01-02 09:14:52,1035,"Fiction",NA
65,"65_949","North America","Android",832,2,"book_started",2025-01-02 23:19:32,1053,"Fiction",NA
65,"65_647","North America","Android",828,3,"book_started",2025-01-07 20:11:13,1078,"Fiction",NA
65,"65_954","North America","Android",825,4,"app_opened",2025-01-10 17:14:48,NA,NA,NA
65,"65_192","North America","Android",833,5,"book_viewed",2025-01-14 07:00:40,1051,"Sci-Fi",NA
65,"65_873","North America","Android",829,6,"app_opened",2025-01-18 16:39:35,NA,NA,NA
65,"65_661","North America","Android",830,7,"subscription_purchased",2025-01-23 09:59:30,NA,NA,"basic"
65,"65_962","North America","Android",826,8,"app_opened",2025-01-23 13:40:08,NA,NA,NA
65,"65_280","North America","Android",827,9,"book_viewed",2025-01-24 14:13:22,1025,"Non-Fiction",NA
66,"66_497","Europe","Android",846,1,"book_viewed",2025-01-01 07:44:06,1001,"Fiction",NA
66,"66_474","Europe","Android",838,2,"subscription_purchased",2025-01-04 20:35:35,NA,NA,"premium"
66,"66_112","Europe","Android",834,3,"subscription_purchased",2025-01-05 00:29:25,NA,NA,"basic"
66,"66_477","Europe","Android",842,4,"book_completed",2025-01-08 22:17:20,1014,"Non-Fiction",NA
66,"66_205","Europe","Android",844,5,"search_performed",2025-01-16 14:13:11,NA,NA,NA
66,"66_567","Europe","Android",840,6,"search_performed",2025-01-18 05:09:28,NA,NA,NA
66,"66_924","Europe","Android",843,7,"app_opened",2025-01-20 03:07:26,NA,NA,NA
66,"66_414","Europe","Android",845,8,"app_opened",2025-01-21 08:37:03,NA,NA,NA
66,"66_567","Europe","Android",839,9,"book_completed",2025-01-22 14:07:40,1014,"Non-Fiction",NA
66,"66_625","Europe","Android",837,10,"app_opened",2025-01-24 06:46:15,NA,NA,NA
66,"66_632","Europe","Android",848,11,"app_opened",2025-01-26 05:36:01,NA,NA,NA
66,"66_65","Europe","Android",835,12,"search_performed",2025-01-26 21:18:14,NA,NA,NA
66,"66_686","Europe","Android",847,13,"app_opened",2025-01-27 23:53:51,NA,NA,NA
66,"66_487","Europe","Android",836,14,"app_opened",2025-01-28 00:29:29,NA,NA,NA
66,"66_734","Europe","Android",841,15,"app_opened",2025-01-28 19:31:03,NA,NA,NA
66,"66_669","Europe","Android",849,16,"search_performed",2025-01-28 22:05:32,NA,NA,NA
67,"67_605","South America","iOS",855,1,"search_performed",2025-01-02 22:08:47,NA,NA,NA
67,"67_397","South America","iOS",857,2,"search_performed",2025-01-03 19:01:09,NA,NA,NA
67,"67_632","South America","iOS",854,3,"app_opened",2025-01-04 22:56:12,NA,NA,NA
67,"67_381","South America","iOS",852,4,"book_viewed",2025-01-12 23:11:37,1032,"Non-Fiction",NA
67,"67_985","South America","iOS",856,5,"app_opened",2025-01-20 03:55:19,NA,NA,NA
67,"67_937","South America","iOS",850,6,"book_started",2025-01-20 07:55:18,1023,"Non-Fiction",NA
67,"67_17","South America","iOS",851,7,"search_performed",2025-01-28 23:10:02,NA,NA,NA
67,"67_718","South America","iOS",853,8,"app_opened",2025-01-29 14:27:57,NA,NA,NA
68,"68_35","Asia","iOS",871,1,"search_performed",2025-01-02 05:42:07,NA,NA,NA
68,"68_66","Asia","iOS",866,2,"search_performed",2025-01-02 21:37:32,NA,NA,NA
68,"68_277","Asia","iOS",865,3,"search_performed",2025-01-03 22:03:27,NA,NA,NA
68,"68_578","Asia","iOS",872,4,"app_opened",2025-01-07 18:14:22,NA,NA,NA
68,"68_944","Asia","iOS",870,5,"app_opened",2025-01-11 07:03:16,NA,NA,NA
68,"68_42","Asia","iOS",859,6,"book_started",2025-01-11 22:19:59,1065,"Mystery",NA
68,"68_18","Asia","iOS",861,7,"book_started",2025-01-12 18:47:08,1035,"Fiction",NA
68,"68_607","Asia","iOS",869,8,"app_opened",2025-01-18 18:45:57,NA,NA,NA
68,"68_571","Asia","iOS",860,9,"book_viewed",2025-01-22 14:38:57,1009,"Non-Fiction",NA
68,"68_276","Asia","iOS",867,10,"search_performed",2025-01-22 21:18:39,NA,NA,NA
68,"68_450","Asia","iOS",864,11,"app_opened",2025-01-23 15:02:49,NA,NA,NA
68,"68_348","Asia","iOS",863,12,"app_opened",2025-01-26 23:24:59,NA,NA,NA
68,"68_913","Asia","iOS",862,13,"search_performed",2025-01-28 11:54:48,NA,NA,NA
68,"68_912","Asia","iOS",858,14,"book_viewed",2025-01-28 18:38:42,1022,"Mystery",NA
68,"68_311","Asia","iOS",868,15,"book_viewed",2025-01-29 19:33:28,1062,"Fiction",NA
69,"69_202","Asia","Web",878,1,"search_performed",2025-01-01 01:05:10,NA,NA,NA
69,"69_210","Asia","Web",876,2,"subscription_purchased",2025-01-02 21:05:48,NA,NA,"premium"
69,"69_47","Asia","Web",875,3,"book_viewed",2025-01-03 10:08:55,1089,"Sci-Fi",NA
69,"69_968","Asia","Web",877,4,"app_opened",2025-01-20 16:34:15,NA,NA,NA
69,"69_81","Asia","Web",881,5,"app_opened",2025-01-22 02:37:59,NA,NA,NA
69,"69_92","Asia","Web",880,6,"book_started",2025-01-22 03:29:44,1053,"Non-Fiction",NA
69,"69_838","Asia","Web",879,7,"app_opened",2025-01-23 03:42:50,NA,NA,NA
69,"69_934","Asia","Web",873,8,"app_opened",2025-01-26 15:07:45,NA,NA,NA
69,"69_437","Asia","Web",874,9,"book_viewed",2025-01-29 09:55:44,1100,"Non-Fiction",NA
70,"70_576","North America","iOS",884,1,"subscription_purchased",2025-01-05 03:13:34,NA,NA,"premium"
70,"70_251","North America","iOS",885,2,"book_started",2025-01-08 02:40:23,1029,"Sci-Fi",NA
70,"70_530","North America","iOS",897,3,"book_started",2025-01-09 17:46:54,1046,"Mystery",NA
70,"70_299","North America","iOS",891,4,"app_opened",2025-01-10 22:56:24,NA,NA,NA
70,"70_21","North America","iOS",888,5,"search_performed",2025-01-12 18:25:12,NA,NA,NA
70,"70_855","North America","iOS",892,6,"search_performed",2025-01-15 02:36:18,NA,NA,NA
70,"70_816","North America","iOS",894,7,"app_opened",2025-01-15 10:17:44,NA,NA,NA
70,"70_483","North America","iOS",900,8,"app_opened",2025-01-18 01:28:04,NA,NA,NA
70,"70_251","North America","iOS",898,9,"app_opened",2025-01-19 00:17:25,NA,NA,NA
70,"70_17","North America","iOS",882,10,"search_performed",2025-01-22 19:13:35,NA,NA,NA
70,"70_798","North America","iOS",889,11,"app_opened",2025-01-23 05:02:48,NA,NA,NA
70,"70_827","North America","iOS",887,12,"search_performed",2025-01-23 08:27:16,NA,NA,NA
70,"70_930","North America","iOS",899,13,"search_performed",2025-01-26 18:21:37,NA,NA,NA
70,"70_391","North America","iOS",893,14,"subscription_purchased",2025-01-26 20:06:50,NA,NA,"premium"
70,"70_932","North America","iOS",896,15,"app_opened",2025-01-27 07:42:07,NA,NA,NA
70,"70_834","North America","iOS",886,16,"book_started",2025-01-27 10:47:02,1022,"Non-Fiction",NA
70,"70_397","North America","iOS",895,17,"book_started",2025-01-29 01:27:21,1030,"Fiction",NA
70,"70_545","North America","iOS",883,18,"book_viewed",2025-01-29 10:21:10,1042,"Sci-Fi",NA
70,"70_132","North America","iOS",890,19,"app_opened",2025-01-30 04:40:03,NA,NA,NA
71,"71_36","South America","Android",919,1,"search_performed",2025-01-03 02:13:30,NA,NA,NA
71,"71_196","South America","Android",912,2,"search_performed",2025-01-04 13:06:51,NA,NA,NA
71,"71_789","South America","Android",902,3,"book_started",2025-01-07 01:50:55,1087,"Fiction",NA
71,"71_542","South America","Android",909,4,"book_viewed",2025-01-12 11:53:01,1090,"Mystery",NA
71,"71_823","South America","Android",920,5,"search_performed",2025-01-13 01:47:38,NA,NA,NA
71,"71_768","South America","Android",915,6,"book_completed",2025-01-16 12:59:52,1080,"Sci-Fi",NA
71,"71_225","South America","Android",904,7,"book_started",2025-01-16 23:16:06,1089,"Fiction",NA
71,"71_507","South America","Android",908,8,"subscription_purchased",2025-01-17 17:25:35,NA,NA,"premium"
71,"71_715","South America","Android",905,9,"app_opened",2025-01-17 18:00:32,NA,NA,NA
71,"71_891","South America","Android",910,10,"subscription_purchased",2025-01-18 03:20:16,NA,NA,"premium"
71,"71_111","South America","Android",906,11,"app_opened",2025-01-20 18:22:13,NA,NA,NA
71,"71_609","South America","Android",911,12,"book_completed",2025-01-21 08:03:40,1098,"Sci-Fi",NA
71,"71_24","South America","Android",903,13,"app_opened",2025-01-21 15:04:14,NA,NA,NA
71,"71_487","South America","Android",917,14,"subscription_purchased",2025-01-22 17:04:04,NA,NA,"basic"
71,"71_461","South America","Android",913,15,"search_performed",2025-01-22 20:37:28,NA,NA,NA
71,"71_613","South America","Android",914,16,"app_opened",2025-01-23 19:38:31,NA,NA,NA
71,"71_472","South America","Android",918,17,"search_performed",2025-01-24 15:05:33,NA,NA,NA
71,"71_790","South America","Android",916,18,"app_opened",2025-01-27 17:38:04,NA,NA,NA
71,"71_989","South America","Android",907,19,"search_performed",2025-01-29 08:01:29,NA,NA,NA
71,"71_924","South America","Android",901,20,"app_opened",2025-01-29 17:04:49,NA,NA,NA
72,"72_235","South America","iOS",924,1,"app_opened",2025-01-06 08:55:00,NA,NA,NA
72,"72_148","South America","iOS",938,2,"book_viewed",2025-01-07 08:30:20,1085,"Fiction",NA
72,"72_81","South America","iOS",921,3,"app_opened",2025-01-08 04:06:47,NA,NA,NA
72,"72_294","South America","iOS",926,4,"book_started",2025-01-08 16:06:53,1064,"Fiction",NA
72,"72_961","South America","iOS",937,5,"app_opened",2025-01-09 19:32:24,NA,NA,NA
72,"72_627","South America","iOS",933,6,"book_completed",2025-01-09 22:34:20,1043,"Mystery",NA
72,"72_690","South America","iOS",939,7,"book_viewed",2025-01-10 10:43:46,1036,"Non-Fiction",NA
72,"72_283","South America","iOS",923,8,"book_started",2025-01-10 13:49:29,1008,"Sci-Fi",NA
72,"72_52","South America","iOS",931,9,"app_opened",2025-01-10 20:40:00,NA,NA,NA
72,"72_358","South America","iOS",922,10,"book_started",2025-01-16 10:59:49,1025,"Sci-Fi",NA
72,"72_298","South America","iOS",935,11,"app_opened",2025-01-19 17:04:00,NA,NA,NA
72,"72_434","South America","iOS",929,12,"book_viewed",2025-01-20 12:36:20,1090,"Fiction",NA
72,"72_865","South America","iOS",930,13,"book_viewed",2025-01-21 22:04:06,1094,"Sci-Fi",NA
72,"72_658","South America","iOS",932,14,"search_performed",2025-01-23 02:31:56,NA,NA,NA
72,"72_622","South America","iOS",927,15,"search_performed",2025-01-23 13:50:54,NA,NA,NA
72,"72_793","South America","iOS",936,16,"app_opened",2025-01-26 02:41:16,NA,NA,NA
72,"72_443","South America","iOS",925,17,"book_started",2025-01-26 10:25:58,1028,"Sci-Fi",NA
72,"72_658","South America","iOS",928,18,"book_completed",2025-01-29 15:23:06,1050,"Non-Fiction",NA
72,"72_211","South America","iOS",934,19,"app_opened",2025-01-29 22:51:02,NA,NA,NA
73,"73_56","North America","Android",944,1,"book_viewed",2025-01-01 09:28:24,1098,"Fiction",NA
73,"73_405","North America","Android",946,2,"book_completed",2025-01-09 06:36:46,1074,"Sci-Fi",NA
73,"73_444","North America","Android",941,3,"subscription_purchased",2025-01-13 03:37:16,NA,NA,"basic"
73,"73_433","North America","Android",947,4,"app_opened",2025-01-17 06:30:15,NA,NA,NA
73,"73_581","North America","Android",940,5,"app_opened",2025-01-18 08:30:24,NA,NA,NA
73,"73_267","North America","Android",945,6,"book_started",2025-01-22 06:46:24,1025,"Sci-Fi",NA
73,"73_24","North America","Android",948,7,"app_opened",2025-01-25 18:24:32,NA,NA,NA
73,"73_222","North America","Android",949,8,"search_performed",2025-01-26 04:01:55,NA,NA,NA
73,"73_356","North America","Android",942,9,"book_viewed",2025-01-26 06:28:21,1041,"Mystery",NA
73,"73_357","North America","Android",951,10,"subscription_purchased",2025-01-27 06:28:34,NA,NA,"premium"
73,"73_230","North America","Android",943,11,"app_opened",2025-01-27 14:37:29,NA,NA,NA
73,"73_272","North America","Android",950,12,"book_viewed",2025-01-29 18:54:02,1021,"Non-Fiction",NA
74,"74_548","North America","Android",955,1,"app_opened",2025-01-01 05:20:42,NA,NA,NA
74,"74_255","North America","Android",960,2,"book_started",2025-01-01 23:17:40,1051,"Mystery",NA
74,"74_724","North America","Android",956,3,"app_opened",2025-01-03 21:39:06,NA,NA,NA
74,"74_27","North America","Android",959,4,"book_completed",2025-01-06 09:47:17,1076,"Sci-Fi",NA
74,"74_612","North America","Android",954,5,"book_started",2025-01-09 16:44:05,1058,"Non-Fiction",NA
74,"74_135","North America","Android",961,6,"app_opened",2025-01-14 13:30:34,NA,NA,NA
74,"74_678","North America","Android",953,7,"app_opened",2025-01-14 14:15:07,NA,NA,NA
74,"74_817","North America","Android",957,8,"search_performed",2025-01-17 20:12:08,NA,NA,NA
74,"74_502","North America","Android",962,9,"app_opened",2025-01-19 22:42:24,NA,NA,NA
74,"74_289","North America","Android",963,10,"book_viewed",2025-01-23 00:10:39,1064,"Non-Fiction",NA
74,"74_310","North America","Android",958,11,"app_opened",2025-01-29 03:05:22,NA,NA,NA
74,"74_372","North America","Android",952,12,"search_performed",2025-01-29 17:23:49,NA,NA,NA
75,"75_943","South America","Web",965,1,"app_opened",2025-01-04 15:08:14,NA,NA,NA
75,"75_292","South America","Web",975,2,"app_opened",2025-01-06 01:57:56,NA,NA,NA
75,"75_140","South America","Web",968,3,"app_opened",2025-01-06 16:46:54,NA,NA,NA
75,"75_890","South America","Web",972,4,"search_performed",2025-01-09 17:19:14,NA,NA,NA
75,"75_968","South America","Web",966,5,"book_completed",2025-01-19 16:19:45,1041,"Non-Fiction",NA
75,"75_957","South America","Web",974,6,"subscription_purchased",2025-01-21 00:47:38,NA,NA,"premium"
75,"75_465","South America","Web",969,7,"book_started",2025-01-22 22:21:51,1015,"Mystery",NA
75,"75_688","South America","Web",973,8,"search_performed",2025-01-23 06:50:59,NA,NA,NA
75,"75_887","South America","Web",967,9,"book_started",2025-01-23 12:32:26,1019,"Mystery",NA
75,"75_217","South America","Web",964,10,"app_opened",2025-01-25 12:44:06,NA,NA,NA
75,"75_363","South America","Web",976,11,"book_started",2025-01-30 04:02:03,1078,"Mystery",NA
75,"75_491","South America","Web",971,12,"search_performed",2025-01-30 09:24:58,NA,NA,NA
75,"75_880","South America","Web",970,13,"app_opened",2025-01-30 22:53:25,NA,NA,NA
76,"76_541","South America","iOS",982,1,"search_performed",2025-01-01 04:02:33,NA,NA,NA
76,"76_268","South America","iOS",978,2,"book_viewed",2025-01-05 08:04:33,1089,"Sci-Fi",NA
76,"76_422","South America","iOS",977,3,"app_opened",2025-01-12 09:42:16,NA,NA,NA
76,"76_538","South America","iOS",980,4,"book_started",2025-01-12 16:51:06,1019,"Mystery",NA
76,"76_853","South America","iOS",981,5,"app_opened",2025-01-21 14:51:28,NA,NA,NA
76,"76_191","South America","iOS",979,6,"book_viewed",2025-01-25 21:57:18,1059,"Mystery",NA
77,"77_674","North America","Android",984,1,"app_opened",2025-01-01 22:20:04,NA,NA,NA
77,"77_775","North America","Android",983,2,"app_opened",2025-01-03 18:50:15,NA,NA,NA
77,"77_499","North America","Android",994,3,"app_opened",2025-01-04 12:02:24,NA,NA,NA
77,"77_634","North America","Android",993,4,"search_performed",2025-01-05 15:14:08,NA,NA,NA
77,"77_810","North America","Android",996,5,"app_opened",2025-01-09 23:30:16,NA,NA,NA
